Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
Equal-weight composite: Steve Makinen power ratings, 2026 VSiN NFL Betting Guide 2.0 p29 (private subscriber guide, numeric table only) + ESPN FPI numeric values (https://www.espn.com/nfl/fpi, ESPN last updated 2026-08-31T14:44Z). Audited 2026-09-01.	2026-09-01
